LocalAuthority,Code,Year,Indicator,Numerator,Denominator
Scotland,CORP-ASSET02,2015-16,0.8149,10694523,13123205
Scotland,CORP-ASSET02,2016-17,0.8448,10995181,13014382
Scotland,CORP-ASSET02,2017-18,0.8631,11172366,12944745
Scotland,CORP-ASSET02,2018-19,0.8721,11460846,13141019
Scotland,CORP-ASSET02,2019-20,0.8862,11585311,13073607
Scotland,CORP-ASSET02,2020-21,0.892,11701706,13117832
Scotland,CORP-ASSET02,2021-22,0.9012,11544429,12809671
Scotland,CORP-ASSET02,2022-23,0.8971,11696443,13037792
Scotland,ECON01,2012-13,0.0913,19318,211600
Scotland,ECON01,2013-14,0.1246,24893,199800
Scotland,ECON01,2014-15,0.1412,24054,170400
Scotland,ECON01,2015-16,0.1412,21830,154600
Scotland,ECON01,2016-17,0.1402,17061,121700
Scotland,ECON01,2017-18,0.1427,16469,115400
Scotland,ECON01,2018-19,0.1259,14441,114700
Scotland,ECON01,2019-20,0.1266,11270,89000
Scotland,ECON01,2020-21,0.0598,7539,127100
Scotland,ECON01,2021-22,0.197281553,18288,92700
Scotland,ECON02,2010-11,3560.7,123250,34614
Scotland,ECON02,2011-12,3714.26,121954,32834
Scotland,ECON02,2012-13,4969.95,144362,29047
Scotland,ECON02,2013-14,3410.96,101575,29779
Scotland,ECON02,2014-15,3385.14,99892,29509
Scotland,ECON02,2015-16,4009.43,114409,28535
Scotland,ECON02,2016-17,3830.4,102448,26746
Scotland,ECON02,2017-18,4044.97,105141,25993
Scotland,ECON02,2018-19,4449.99,111370,25027
Scotland,ECON02,2019-20,4440.2,108363.08,24405
Scotland,ECON02,2020-21,4986.15,108344,21729
Scotland,ECON02,2021-22,4332.28,108554,25057
Scotland,ECON03,2012-13,12.82,,
Scotland,ECON03,2013-14,10.8,,
Scotland,ECON03,2014-15,10.52,,
Scotland,ECON03,2015-16,9.91,,
Scotland,ECON03,2016-17,9.59,,
Scotland,ECON03,2017-18,9.34,,
Scotland,ECON03,2018-19,9.09,,
Scotland,ECON03,2019-20,10.54,,
Scotland,ECON03,2020-21,11.08137111,,
Scotland,ECON03,2021-22,11.71388051,,
Scotland,ECON03,2022-23,12.04,,
Scotland,ECON04,2010-11,0.272334594,,
Scotland,ECON04,2011-12,0.261506826,,
Scotland,ECON04,2012-13,0.272438951,,
Scotland,ECON04,2013-14,0.269457162,,
Scotland,ECON04,2014-15,0.275349462,,
Scotland,ECON04,2015-16,0.254382423,,
Scotland,ECON04,2016-17,0.264760425,,
Scotland,ECON04,2017-18,0.2739747,,
Scotland,ECON04,2018-19,0.287148443,,
Scotland,ECON04,2019-20,0.285136637,,
Scotland,ECON04,2020-21,0.29113044,,
Scotland,ECON04,2021-22,0.2988,,
Scotland,ECON06,2010-11,83269.76,434843,5222100
Scotland,ECON06,2011-12,75618.48,397360,5254800
Scotland,ECON06,2012-13,72449.94,384970,5313600
Scotland,ECON06,2013-14,72046.66,383843,5327700
Scotland,ECON06,2014-15,69106.09,369551.703,5347600
Scotland,ECON06,2015-16,63847.01,343050,5373000
Scotland,ECON06,2016-17,80934.93,437429,5404700
Scotland,ECON06,2017-18,92756.05,503183,5424800
Scotland,ECON06,2018-19,107536.82,584796,5438100
Scotland,ECON06,2019-20,103389.84,564849.7291,5463300
Scotland,ECON06,2020-21,88581.78,484188,5466000
Scotland,ECON06,2021-22,119241.41,653431,5479900
Scotland,ECON07,2012-13,0.188,,
Scotland,ECON07,2013-14,0.186,,
Scotland,ECON07,2014-15,0.193,,
Scotland,ECON07,2015-16,0.196,,
Scotland,ECON07,2016-17,0.201,,
Scotland,ECON07,2017-18,0.184,,
Scotland,ECON07,2018-19,0.194,,
Scotland,ECON07,2019-20,0.169,,
Scotland,ECON07,2020-21,0.152,,
Scotland,ECON07,2021-22,0.144,,
Scotland,ECON08,2013-14,0.56079284,,
Scotland,ECON08,2014-15,0.674970924,,
Scotland,ECON08,2015-16,0.786156843,,
Scotland,ECON08,2016-17,0.858627723,,
Scotland,ECON08,2017-18,0.911307472,,
Scotland,ECON08,2018-19,0.920130019,,
Scotland,ECON08,2019-20,0.932949566,,
Scotland,ECON08,2020-21,0.937888787,,
Scotland,ECON08,2021-22,0.941,,
Scotland,ECON08,2022-23,0.955215506,,
Scotland,ECON09,2014-15,0.101,,
Scotland,ECON09,2015-16,0.1189,,
Scotland,ECON09,2016-17,0.1019,,
Scotland,ECON09,2017-18,0.1149,,
Scotland,ECON09,2018-19,0.1,,
Scotland,ECON09,2019-20,0.1171,,
Scotland,ECON09,2020-21,0.124117566,,
Scotland,ECON09,2021-22,0.114019905,,
Scotland,ECON10,2014-15,0.1293969,,
Scotland,ECON10,2015-16,0.271933402,,
Scotland,ECON10,2016-17,0.384337419,,
Scotland,ECON10,2018-19,0.375514549,,
Scotland,ECON10,2019-20,0.362326005,,
Scotland,ECON10,2020-21,0.389143906,,
Scotland,ECON10,2021-22,0.271872443,,
Scotland,ECON11,2010-11,24581.16377,,
Scotland,ECON11,2011-12,24661.40871,,
Scotland,ECON11,2012-13,24840.9741,,
Scotland,ECON11,2013-14,25411.90382,,
Scotland,ECON11,2014-15,26128.35665,,
Scotland,ECON11,2015-16,26345.61697,,
Scotland,ECON11,2016-17,26304.88279,,
Scotland,ECON11,2017-18,26941.82274,,
Scotland,ECON11,2018-19,26963.09373,,
Scotland,ECON11,2019-20,27124.63163,,
Scotland,ECON11,2020-21,23944.56641,,
Scotland,ECON11,2021-22,25757.58682,,
Scotland,ENV01a,2012-13,59.12,152202,2574425
Scotland,ENV01a,2013-14,61.32,159924,2608182
Scotland,ENV01a,2014-15,64.84,169023,2606930
Scotland,ENV01a,2015-16,64.24,168546,2623801
Scotland,ENV01a,2016-17,64.54,170357,2639525
Scotland,ENV01a,2017-18,65.97,175081,2653856
Scotland,ENV01a,2018-19,67.21,180047,2678935
Scotland,ENV01a,2019-20,68.87,186006.6745,2700904
Scotland,ENV01a,2020-21,72.35,196885,2721266
Scotland,ENV01a,2021-22,70.15,192194,2739709
Scotland,ENV02a,2012-13,92.29,237603,2574425
Scotland,ENV02a,2013-14,92.17,240395,2608182
Scotland,ENV02a,2014-15,91.21,237777,2606930
Scotland,ENV02a,2015-16,97.44,255652,2623801
Scotland,ENV02a,2016-17,98.77,260698,2639525
Scotland,ENV02a,2017-18,101.39,269085,2653856
Scotland,ENV02a,2018-19,97.37,260860,2678935
Scotland,ENV02a,2019-20,99.18,267863.7129,2700904
Scotland,ENV02a,2020-21,105.88,288141,2721266
Scotland,ENV02a,2021-22,100.37,274973,2739709
Scotland,ENV03a,2010-11,19851.78,103668,5222100
Scotland,ENV03a,2011-12,19379.76,101836.779,5254800
Scotland,ENV03a,2012-13,17534.06,93169,5313600
Scotland,ENV03a,2013-14,16241.91,86532,5327700
Scotland,ENV03a,2014-15,15816.44,84580,5347600
Scotland,ENV03a,2015-16,15443.89,82980,5373000
Scotland,ENV03a,2016-17,14489.43,78311,5404700
Scotland,ENV03a,2017-18,15451.81,83823,5424800
Scotland,ENV03a,2018-19,14840.48,80704,5438100
Scotland,ENV03a,2019-20,14984.33,81863.8754,5463300
Scotland,ENV03a,2020-21,14492.32,79215,5466000
Scotland,ENV03a,2021-22,14747.17,80813,5479900
Scotland,ENV03c,2010-11,0.954,,
Scotland,ENV03c,2011-12,0.961,,
Scotland,ENV03c,2012-13,0.958,,
Scotland,ENV03c,2013-14,0.9608,,
Scotland,ENV03c,2014-15,0.939,,
Scotland,ENV03c,2015-16,0.934,,
Scotland,ENV03c,2016-17,0.939,,
Scotland,ENV03c,2017-18,0.922,,
Scotland,ENV03c,2018-19,0.928,,
Scotland,ENV03c,2019-20,0.922494213,,
Scotland,ENV03c,2020-21,0.901002852,,
Scotland,ENV03c,2021-22,0.897,,
Scotland,ENV03c,2022-23,0.906,,
Scotland,ENV04a,2010-11,11092.53,578043,52111
Scotland,ENV04a,2011-12,10254.12,535652,52237.724
Scotland,ENV04a,2012-13,9942.17,520429,52345.59
Scotland,ENV04a,2013-14,9813.83,515817,52560.2
Scotland,ENV04a,2014-15,9847.7,518067.461,52607.989
Scotland,ENV04a,2015-16,10222.01,540748,52900.336
Scotland,ENV04a,2016-17,10338.35,547812,52988.34
Scotland,ENV04a,2017-18,10094.28,534732,52973.75
Scotland,ENV04a,2018-19,9919.31,530897,53521.55
Scotland,ENV04a,2019-20,9761.78,524082.0945,53687.14
Scotland,ENV04a,2020-21,9378.69,503835,53721.28
Scotland,ENV04a,2021-22,11086.9,596640,53814.842
Scotland,ENV04b,2009-11,0.303,,
Scotland,ENV04b,2010-12,0.305,,
Scotland,ENV04b,2011-13,0.294,,
Scotland,ENV04b,2012-14,0.287,,
Scotland,ENV04b,2013-15,0.2903,,
Scotland,ENV04b,2014-16,0.2895,,
Scotland,ENV04b,2015-17,0.295360469,,
Scotland,ENV04b,2016-18,0.301582834,,
Scotland,ENV04b,2017-19,0.30026555,,
Scotland,ENV04b,2018-20,0.305720104,,
Scotland,ENV04b,2019-21,0.298,,
Scotland,ENV04b,2020-22,0.275982195,,
Scotland,ENV04c,2009-11,0.358,,
Scotland,ENV04c,2010-12,0.363,,
Scotland,ENV04c,2011-13,0.35,,
Scotland,ENV04c,2012-14,0.352,,
Scotland,ENV04c,2013-15,0.361,,
Scotland,ENV04c,2014-16,0.348,,
Scotland,ENV04c,2015-17,0.347600513,,
Scotland,ENV04c,2016-18,0.35895545,,
Scotland,ENV04c,2017-19,0.357072157,,
Scotland,ENV04c,2018-20,0.34956385,,
Scotland,ENV04c,2019-21,0.34,,
Scotland,ENV04c,2020-22,0.336062479,,
Scotland,ENV04d,2009-11,0.35,,
Scotland,ENV04d,2010-12,0.36,,
Scotland,ENV04d,2011-13,0.348,,
Scotland,ENV04d,2012-14,0.366,,
Scotland,ENV04d,2013-15,0.3735,,
Scotland,ENV04d,2014-16,0.3474,,
Scotland,ENV04d,2015-17,0.3457,,
Scotland,ENV04d,2016-18,0.361599466,,
Scotland,ENV04d,2017-19,0.362534816,,
Scotland,ENV04d,2018-20,0.35139268,,
Scotland,ENV04d,2019-21,0.336,,
Scotland,ENV04d,2020-22,0.332432727,,
Scotland,ENV04e,2007-11,0.419,,
Scotland,ENV04e,2008-12,0.383416073,,
Scotland,ENV04e,2009-13,0.401,,
Scotland,ENV04e,2010-14,0.394,,
Scotland,ENV04e,2011-15,0.393141015,,
Scotland,ENV04e,2012-16,0.401361598,,
Scotland,ENV04e,2013-17,0.395043418,,
Scotland,ENV04e,2014-18,0.389887904,,
Scotland,ENV04e,2015-19,0.382482549,,
Scotland,ENV04e,2016-20,0.378305997,,
Scotland,ENV04e,2017-21,0.383,,
Scotland,ENV04e,2018-22,0.3665008,,
Scotland,ENV05,2010-11,24335.41,127081.923,5222100
Scotland,ENV05,2011-12,21910.25,115134,5254800
Scotland,ENV05,2012-13,21357.84,113487,5313600
Scotland,ENV05,2013-14,22884.17,121920,5327700
Scotland,ENV05,2014-15,22272.05,119102,5347600
Scotland,ENV05,2015-16,22341.52,120041,5373000
Scotland,ENV05,2016-17,21377.32,115538,5404700
Scotland,ENV05,2017-18,21388.07,116026,5424800
Scotland,ENV05,2018-19,20759.46,112892,5438100
Scotland,ENV05,2019-20,19732.51,107804.6327,5463300
Scotland,ENV05,2020-21,18998.17,103844,5466000
Scotland,ENV05,2021-22,22170.11,121490,5479900
Scotland,ENV05a,2012-13,5120,27204,5313600
Scotland,ENV05a,2013-14,5610,29862,5327700
Scotland,ENV05a,2014-15,5590,29911,5347600
Scotland,ENV05a,2015-16,5740,30818,5373000
Scotland,ENV05a,2016-17,5490,29695,5404700
Scotland,ENV05a,2017-18,5890,31956,5424800
Scotland,ENV05a,2018-19,5890,32031,5438100
Scotland,ENV05a,2019-20,5950,32522.3456,5463300
Scotland,ENV05a,2020-21,5930,32401,5466000
Scotland,ENV05a,2021-22,5930,32501,5479900
Scotland,ENV05b,2012-13,16238.1,86283,5313600
Scotland,ENV05b,2013-14,17279.1,92058,5327700
Scotland,ENV05b,2014-15,16678.7,89191,5347600
Scotland,ENV05b,2015-16,16605.8,89223,5373000
Scotland,ENV05b,2016-17,15883,85843,5404700
Scotland,ENV05b,2017-18,15497.3,84070,5424800
Scotland,ENV05b,2018-19,14869.3,80861,5438100
Scotland,ENV05b,2019-20,13779.6,75282.2871,5463300
Scotland,ENV05b,2020-21,13070.4,71443,5466000
Scotland,ENV05b,2021-22,16239.2,88989,5479900
Scotland,ENV06,2010-11,0.386914858,,
Scotland,ENV06,2011-12,0.400885944,,
Scotland,ENV06,2012-13,0.411496033,,
Scotland,ENV06,2013-14,0.422019145,,
Scotland,ENV06,2014-15,0.428,,
Scotland,ENV06,2015-16,0.442158836,,
Scotland,ENV06,2016-17,0.451981333,,
Scotland,ENV06,2017-18,0.456004586,,
Scotland,ENV06,2018-19,0.447,,
Scotland,ENV06,2019-20,0.448542043,,
Scotland,ENV06,2020-21,0.42,,
Scotland,ENV06,2021-22,0.427,,
Scotland,ENV07a,2010-14,0.823,,
Scotland,ENV07a,2012-15,0.833333333,,
Scotland,ENV07a,2013-16,0.83,,
Scotland,ENV07a,2014-17,0.816666667,,
Scotland,ENV07a,2015-18,0.786666667,,
Scotland,ENV07a,2016-19,0.763,,
Scotland,ENV07a,2017-20,0.743,,
Scotland,ENV07a,2018-21,0.753,,
Scotland,ENV07b,2010-14,0.741,,
Scotland,ENV07b,2012-15,0.743333333,,
Scotland,ENV07b,2013-16,0.736666667,,
Scotland,ENV07b,2014-17,0.723333333,,
Scotland,ENV07b,2015-18,0.696666667,,
Scotland,ENV07b,2016-19,0.663,,
Scotland,ENV07b,2017-20,0.626333333,,
Scotland,ENV07b,2018-21,0.599666667,,
Scotland,FINSUS01,2013-14,0.1596,,
Scotland,FINSUS01,2014-15,0.1668,,
Scotland,FINSUS01,2015-16,0.1801,,
Scotland,FINSUS01,2016-17,0.1727,,
Scotland,FINSUS01,2017-18,0.1701,,
Scotland,FINSUS01,2018-19,0.1657,,
Scotland,FINSUS01,2019-20,0.1695,,
Scotland,FINSUS01,2020-21,0.2366,,
Scotland,FINSUS01,2021-22,0.2444,,
Scotland,FINSUS02,2013-14,0.0369,,
Scotland,FINSUS02,2014-15,0.0395,,
Scotland,FINSUS02,2015-16,0.0406,,
Scotland,FINSUS02,2016-17,0.0394,,
Scotland,FINSUS02,2017-18,0.0367,,
Scotland,FINSUS02,2018-19,0.0351,,
Scotland,FINSUS02,2019-20,0.0363,,
Scotland,FINSUS02,2020-21,0.0352,,
Scotland,FINSUS02,2021-22,0.0348,,
Scotland,FINSUS03,2013-14,0.0842,,
Scotland,FINSUS03,2014-15,0.0836,,
Scotland,FINSUS03,2015-16,0.0782,,
Scotland,FINSUS03,2016-17,0.0795,,
Scotland,FINSUS03,2017-18,0.0803,,
Scotland,FINSUS03,2018-19,0.0789,,
Scotland,FINSUS03,2019-20,0.0719,,
Scotland,FINSUS03,2020-21,0.0624,,
Scotland,FINSUS03,2021-22,0.0589,,
Scotland,FINSUS04,2013-14,0.2587,,
Scotland,FINSUS04,2014-15,0.2413,,
Scotland,FINSUS04,2015-16,0.2475,,
Scotland,FINSUS04,2016-17,0.2436,,
Scotland,FINSUS04,2017-18,0.2359,,
Scotland,FINSUS04,2018-19,0.2283,,
Scotland,FINSUS04,2019-20,0.2256,,
Scotland,FINSUS04,2020-21,0.2291,,
Scotland,FINSUS04,2021-22,0.2212,,
Scotland,FINSUS05,2013-14,0.9908,11664782,11773637
Scotland,FINSUS05,2014-15,0.99,11728142.95,11846333.04
Scotland,FINSUS05,2015-16,0.9896,11946960.91,12072520.05
Scotland,FINSUS05,2016-17,0.9935,11829193,11906720
Scotland,FINSUS05,2017-18,0.9926,11925676.7,12014538
Scotland,FINSUS05,2018-19,0.9939,12125603.55,12200185.38
Scotland,FINSUS05,2019-20,0.9935,12612014.57,12694498.43
Scotland,FINSUS05,2020-21,0.9744,13450592,13804571
Scotland,FINSUS05,2021-22,0.9825,14108177,14358973
Scotland,HSN01b,2013-14,0.055815672,57319118,1026935914
Scotland,HSN01b,2014-15,0.059489804,62768083,1055106567
Scotland,HSN01b,2015-16,0.062485767,68047638,1089010210
Scotland,HSN01b,2016-17,0.064878716,72058742,1110668433
Scotland,HSN01b,2017-18,0.067474647,76007085,1126453979
Scotland,HSN01b,2018-19,0.073263897,85064829,1161074317
Scotland,HSN01b,2019-20,0.073135629,88013149,1203423696
Scotland,HSN01b,2020-21,0.081886479,101774964,1242878747
Scotland,HSN01b,2021-22,0.086710008,110052636,1269203387
Scotland,HSN01b,2022-23,0.095925088,124362377,1296453092
Scotland,HSN02,2013-14,0.012872804,13219545,1026935914
Scotland,HSN02,2014-15,0.011561642,12198764,1055106567
Scotland,HSN02,2015-16,0.010529306,11466522,1089010210
Scotland,HSN02,2016-17,0.009290929,10319141,1110668433
Scotland,HSN02,2017-18,0.008936339,10066375,1126453979
Scotland,HSN02,2018-19,0.009527453,11062081,1161074317
Scotland,HSN02,2019-20,0.010658114,12826227,1203423696
Scotland,HSN02,2020-21,0.013790819,17140316,1242878747
Scotland,HSN02,2021-22,0.016299412,20687269,1269203387
Scotland,HSN02,2022-23,0.017087332,22152924,1300000000
Scotland,HSN03,2013-14,0.836904591,262583,313755
Scotland,HSN03,2014-15,0.903758506,286336,316828
Scotland,HSN03,2015-16,0.924963907,292789,316541
Scotland,HSN03,2016-17,0.936319803,294584,314619
Scotland,HSN03,2017-18,0.938909329,295256,314467
Scotland,HSN03,2018-19,0.943216506,297565,315479
Scotland,HSN03,2019-20,0.948621546,300252,316514
Scotland,HSN03,2020-21,0.902551941,286970,317954
Scotland,HSN03,2021-22,0.684538024,219582,320774
Scotland,HSN03,2022-23,0.7091358,228853,322721
Scotland,HSN04b,2013-14,10.16764276,8425346,828643
Scotland,HSN04b,2014-15,9.875812318,7648629,774481
Scotland,HSN04b,2015-16,9.384331366,7263998,774056
Scotland,HSN04b,2016-17,8.724794103,6202587,710915
Scotland,HSN04b,2017-18,7.500988933,5157755,687610
Scotland,HSN04b,2018-19,7.79709406,5153809,660991
Scotland,HSN04b,2019-20,7.333695305,4565350,622517
Scotland,HSN04b,2020-21,7.279224385,3041522,417836
Scotland,HSN04b,2021-22,9.1860436,5282416,575048
Scotland,HSN04b,2022-23,9.680170949,5701127,588949
Scotland,HSN05a,2015-16,0.651651025,206228,316470
Scotland,HSN05a,2016-17,0.711917072,222929,313139
Scotland,HSN05a,2017-18,0.753439736,236837,314341
Scotland,HSN05a,2018-19,0.809339262,255196,315314
Scotland,HSN05a,2019-20,0.840972227,265796,316058
Scotland,HSN05a,2020-21,0.863548533,273953,317241
Scotland,HSN05a,2021-22,0.876337667,280393,319960
Scotland,SW01,2010-11,20.14,435041,21602215.96
Scotland,SW01,2011-12,19.77,435328.581,22016337.2
Scotland,SW01,2012-13,20.47,456571.26,22308242.84
Scotland,SW01,2013-14,20.25,473916,23400190.84
Scotland,SW01,2014-15,20.24,478739,23650952
Scotland,SW01,2015-16,21.19,491347,23185760
Scotland,SW01,2016-17,22.64,536137,23685883.52
Scotland,SW01,2017-18,23.77,563725,23712614.92
Scotland,SW01,2018-19,24.7,582874,23595781.56
Scotland,SW01,2019-20,25.39,621082,24457442.5
Scotland,SW01,2020-21,27.62,674636,24422666.09
Scotland,SW01,2021-22,28.66,710530.3373,24790938.16
Scotland,SW02,2010-11,0.0158,40275,2553788
Scotland,SW02,2011-12,0.0294,75938.912,2585837
Scotland,SW02,2012-13,0.0595,159104,2672604
Scotland,SW02,2013-14,0.0644,176308,2738703
Scotland,SW02,2014-15,0.069,192980,2796594
Scotland,SW02,2015-16,0.0665,191422,2876228
Scotland,SW02,2016-17,0.0636,192362,3025639
Scotland,SW02,2017-18,0.068,211686,3112767
Scotland,SW02,2018-19,0.0725,240003,3312476
Scotland,SW02,2019-20,0.0769,265984,3458888
Scotland,SW02,2020-21,0.0813,306373.363,3768337
Scotland,SW02,2021-22,0.084,329238,3920394
Scotland,SW03a,2010-11,0.589393084,,
Scotland,SW03a,2011-12,0.591771475,,
Scotland,SW03a,2012-13,0.597931349,,
Scotland,SW03a,2013-14,0.597709628,,
Scotland,SW03a,2014-15,0.599917216,,
Scotland,SW03a,2015-16,0.606979596,,
Scotland,SW03a,2016-17,0.601206663,,
Scotland,SW03a,2017-18,0.617479785,,
Scotland,SW03a,2018-19,0.610163094,,
Scotland,SW03a,2019-20,0.606765932,,
Scotland,SW03a,2020-21,0.617124173,,
Scotland,SW03a,2021-22,0.6188,,
Scotland,SW03a,2022-23,0.615180304,,
Scotland,SW04b,2013-14,0.85,,
Scotland,SW04b,2015-16,0.84,,
Scotland,SW04b,2017-18,0.7997,,
Scotland,SW04b,2019-20,0.800251,,
Scotland,SW04b,2021-22,0.7812,,
Scotland,SW04c,2013-14,0.8281,,
Scotland,SW04c,2015-16,0.8271,,
Scotland,SW04c,2017-18,0.8113,,
Scotland,SW04c,2019-20,0.807797,,
Scotland,SW04c,2021-22,0.7882,,
Scotland,SW04d,2013-14,0.8314,,
Scotland,SW04d,2015-16,0.7881,,
Scotland,SW04d,2017-18,0.7559,,
Scotland,SW04d,2019-20,0.754273,,
Scotland,SW04d,2021-22,0.7059,,
Scotland,SW04e,2013-14,0.4295,,
Scotland,SW04e,2015-16,0.4003,,
Scotland,SW04e,2017-18,0.3655,,
Scotland,SW04e,2019-20,0.342778,,
Scotland,SW04e,2021-22,0.2969,,
Scotland,SW05,2010-11,427.9221,690923,31050
Scotland,SW05,2011-12,439.8456,703313,30750
Scotland,SW05,2012-13,430.3631,676961,30250
Scotland,SW05,2013-14,426.479,683714,30830
Scotland,SW05,2014-15,440.4885,699760,30550
Scotland,SW05,2015-16,450.1248,721622,30830
Scotland,SW05,2016-17,469.6702,749293,30680
Scotland,SW05,2017-18,482.7394,764620.6285,30460
Scotland,SW05,2018-19,521.3833,802784.1762,29610
Scotland,SW05,2019-20,539.1006,844500.9438,30125
Scotland,SW05,2020-21,637.5842,940507.0058,28367.5
Scotland,SW05,2021-22,653.0677,949083.6043,27947.5
Scotland,SW06,2010-11,89.68125553,90012,1003688
Scotland,SW06,2011-12,92.53504916,94788,1024347
Scotland,SW06,2012-13,93.46901193,96841,1036076
Scotland,SW06,2013-14,95.27815015,100358,1053316
Scotland,SW06,2014-15,97.15186679,103949,1069964
Scotland,SW06,2015-16,98.08211267,105984,1080564
Scotland,SW06,2016-17,100.960923,108040,1070117
Scotland,SW06,2017-18,102.8431528,107663,1046866
Scotland,SW06,2018-19,103.4162212,109915,1062841
Scotland,SW06,2019-20,104.8890549,112873,1076118
Scotland,SW06,2020-21,120.1999867,91887,764451
Scotland,SW06,2021-22,106.7436453,98102,919043
Scotland,SW06,2022-23,101.6757819,94572,930133
Scotland,SW07,2011-12,0.808661194,,
Scotland,SW07,2012-13,0.802121128,,
Scotland,SW07,2013-14,0.802,,
Scotland,SW07,2014-15,0.812234043,,
Scotland,SW07,2015-16,0.829378531,,
Scotland,SW07,2016-17,0.838,,
Scotland,SW07,2017-18,0.853846154,,
Scotland,SW07,2018-19,0.82173663,,
Scotland,SW07,2019-20,0.817997097,,
Scotland,SW07,2020-21,0.825,,
Scotland,SW07,2021-22,0.757977122,,
Scotland,SW07,2022-23,0.75,,
Scotland,C&L01,2010-11,3.55,161442,45459818
Scotland,C&L01,2011-12,3.23,155520,48202343
Scotland,C&L01,2012-13,3.14,162008,51624697
Scotland,C&L01,2013-14,3.19,170069,53320837
Scotland,C&L01,2014-15,2.96,156176,52705262
Scotland,C&L01,2015-16,2.92,154934,53084305
Scotland,C&L01,2016-17,2.9,156805,54042338
Scotland,C&L01,2017-18,2.72,146756,53992733
Scotland,C&L01,2018-19,2.61,142450,54526069
Scotland,C&L01,2019-20,2.74,142479.552,52045545
Scotland,C&L01,2020-21,40.3,183834,4561548
Scotland,C&L01,2021-22,6.44,170677,26512151
Scotland,C&L02,2010-11,3.41,108363,31800305
Scotland,C&L02,2011-12,3.26,104498,32074635
Scotland,C&L02,2012-13,3.15,104157,33066250
Scotland,C&L02,2013-14,2.57,103957,40415254
Scotland,C&L02,2014-15,2.45,100317,40898758
Scotland,C&L02,2015-16,2.45,100980,41281169
Scotland,C&L02,2016-17,1.98,92761,46773860
Scotland,C&L02,2017-18,2.07,89568,43252956
Scotland,C&L02,2018-19,2.05,90328,44030770
Scotland,C&L02,2019-20,1.99,89908.2567,45152917
Scotland,C&L02,2020-21,2.88,86023,29888610
Scotland,C&L02,2021-22,2.91,89241,30702692
Scotland,C&L04,2010-11,25930.18,135410,5222100
Scotland,C&L04,2011-12,24280.66,127590,5254800
Scotland,C&L04,2012-13,23662.3,125732,5313600
Scotland,C&L04,2013-14,23296.36,124116,5327700
Scotland,C&L04,2014-15,23405.64,125164,5347600
Scotland,C&L04,2015-16,21794.16,117100,5373000
Scotland,C&L04,2016-17,20833.53,112599,5404700
Scotland,C&L04,2017-18,19811.79,107475,5424800
Scotland,C&L04,2018-19,20139.11,109518.5,5438100
Scotland,C&L04,2019-20,20112.3,109879.5175,5463300
Scotland,C&L04,2020-21,19111.78,104465,5466000
Scotland,C&L04,2021-22,20336.68,111443,5479900
Scotland,C&L05a,2010-14,0.825,,
Scotland,C&L05a,2012-15,0.803,,
Scotland,C&L05a,2013-16,0.773,,
Scotland,C&L05a,2014-17,0.747,,
Scotland,C&L05a,2015-18,0.73,,
Scotland,C&L05a,2016-19,0.724,,
Scotland,C&L05a,2017-20,0.724,,
Scotland,C&L05a,2018-21,0.744,,
Scotland,C&L05b,2010-14,0.85,,
Scotland,C&L05b,2012-15,0.86,,
Scotland,C&L05b,2013-16,0.857,,
Scotland,C&L05b,2014-17,0.86,,
Scotland,C&L05b,2015-18,0.857,,
Scotland,C&L05b,2016-19,0.848,,
Scotland,C&L05b,2017-20,0.85,,
Scotland,C&L05b,2018-21,0.855,,
Scotland,C&L05c,2010-14,0.765,,
Scotland,C&L05c,2012-15,0.763,,
Scotland,C&L05c,2013-16,0.74,,
Scotland,C&L05c,2014-17,0.72,,
Scotland,C&L05c,2015-18,0.7,,
Scotland,C&L05c,2016-19,0.693,,
Scotland,C&L05c,2017-20,0.693,,
Scotland,C&L05c,2018-21,0.713,,
Scotland,C&L05d,2010-14,0.775,,
Scotland,C&L05d,2012-15,0.78,,
Scotland,C&L05d,2013-16,0.757,,
Scotland,C&L05d,2014-17,0.74,,
Scotland,C&L05d,2015-18,0.727,,
Scotland,C&L05d,2016-19,0.714,,
